ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,PAULSSON,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_original,amountAwarded,amountAwarded_original,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC043,Link-Trading Joint Stock Company v. Department for Customs Control of the Moldova,1999,2002,Moldova,USA,Link-Trading Joint Stock Company,import of consumer products enterprise,UNCITRAL,Moldova-United States BIT,In favour of the State,,,Not applicable,,Tribunal of International Commercial Arbitration at the Russian Chamber of Commerce and Industry,,NA,NA,NA,,,
UNC310,Apotex Inc. v. USA (ICSID Case No. UNCT/10/2) (I),2008,2013,USA,Canada,Apotex Inc.,pharmaceutics,UNCITRAL,NAFTA,In favour of the State,unknown,,Not applicable,,Toby LANDAU,yes,Fern M. SMITH,yes,Clifford M. DAVIDSON,yes,,
UNC499,"Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH v. Slovak Republic (ICSID Case No. ARB/12/7)",2012,2013,Slovakia,France/Germany/Netherlands,"Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH",Natural gas services,ICSID,Energy Charter Treaty,Settled,1031107085,1000000000,unknown,,Toby LANDAU,yes,Zachary DOUGLAS,yes,J. Christopher THOMAS,yes,Enactement and amendment of different domestic regulations by Respondent leading to a change in natural gas pricing resulting in financial losses.,http://www.italaw.com/cases/1833
UNC103,"Industria Nacional de Alimentos, S.A. and Indalsa Perú, S.A. (formerly Empresas Lucchetti, S.A. and Lucchetti Perú, S.A.) v. Peru (ICSID Case No. ARB/03/4)",2003,2005,Peru,Chile,"Industria Nacional de Alimentos, S.A. and Indalsa Perú, S.A. (formerly Empresas Lucchetti, S.A. and Lucchetti Perú, S.A.)",Pasta factory,ICSID,Chile-Peru BIT,In favour of the State,193033268.1,150000000,Not applicable,,Thomas BUERGENTHAL,yes,Jan PAULSSON,yes,Bernardo M. CREMADES,yes,"A Chilean pasta manufacturer complained that Peru unlawfully denied it permits to build a new pasta factory in an area characterized by Peru as environmentally sensitive. Peru alleges corruption, which claimant denied. The tribunal held in February 2005 that it lacked jurisdiction, because the dispute originated before the signature of the Peru–Chile BIT. The award was upheld by a majority after undergoing an annulment review at ICSID.",
UNC336,"Teinver S.A., Transportes de Cercanías S.A. and Autobuses Urbanos del Sur S.A. v. Argentine Republic (ICSID Case No. ARB/09/1)",2009,,Argentina,Spain,"Teinver S.A., Transportes de Cercanías S.A. and Autobuses Urbanos del Sur S.A.",Air transportation services,ICSID,Argentina-Spain BIT,Pending,1103473993,1000000000,Not applicable,,Thomas BUERGENTHAL,yes,Henri C. ÁLVAREZ,yes,Kamal HOSSAIN,yes,Spanish investors are suing under the Spain-Argentina BIT over the nationalization of Argentina’s two largest airlines in 2008-09. The respondent disputes their claims. In December 2012 the arbitrators asserted jurisdiction.,
UNC366,"UAB ""ARVI"" ir ko and UAB ""SANITEX"" v. Serbia (ICSID Case No. ARB/09/21)",2009,2015,Serbia,Lithuania,"UAB ""ARVI"" ir ko and UAB ""SANITEX""",Fertilizer plant,ICSID,Lithuania-Serbia BIT; Lithuania-Montenegro BIT,Pending,,,Not applicable,,Thomas BUERGENTHAL,yes,Charles N. BROWER,yes,Tibor VARADY,yes,,
UNC435,Bawabet Al Kuwait Holding Company v. Arab Egypt (ICSID Case No. ARB/11/6),2011,,Egypt,Kuwait,Bawabet Al Kuwait Holding Company,Chemical products enterprise,ICSID,Egypt-Kuwait BIT (2001),Pending,452551491.7,430000000,Not applicable,,Teresa CHENG,yes,Bernard HANOTIAU,yes,Philippe SANDS,yes,,
UNC093,"LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc. v. Argentine Republic (ICSID Case No. ARB/02/1)",2002,2007,Argentina,USA,"LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc.",Gas distribution enterprise,ICSID,Argentina-United States BIT,In favour of the investor,352708739.2,268000000,65537355.67,57400000,Tatiana BOGDANOWSKY DE MAEKELT,yes,Francisco REZEK,yes,Albert Jan VAN DEN BERG,yes,"LG&E is one of several USA investors to be awarded compensation from Argentina following losses occasioned by that country’s response to an earlier financial crisis. However, in contrast with several other cases, here arbitrators nodded to the gravity of Argentina’s plight by excusing the Argentine government for breaching the USA–Argentina bilateral investment treaty during the 17-month peak of the crisis. The award is currently being challenged in an annulment proceeding, a limited review process provided under ICSID rules in lieu of challenges in domestic courts.",
UNC576,InfraRed Environmental Infrastructure GP Limited and others v. Kingdom of Spain (ICSID Case No. ARB/14/12),2014,,Spain,United Kingdom,InfraRed Environmental Infrastructure GP Limited and others,Renewable energy generation enterprise,ICSID,Energy Charter Treaty,Pending,unknown,,Not applicable,,Stephen L. DRYMER,yes,William W. PARK,yes,Pierre-Marie DUPUY,yes,Claim arising in response to reform of renewable energy policy,
UNC600,United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Estonia (ICSID Case No. ARB/14/24),2014,,Estonia,Netherlands,United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi,Water and wastewater services,ICSID,Estonia-Netherlands BIT,Pending,,,Not applicable,,Stephen L. DRYMER,yes,David A.R. WILLIAMS,yes,Brigitte STERN,yes,,
UNC516,World Wide Minerals v. Kazakhstan,2013,,Kazakhstan,Canada,World Wide Minerals,mining,UNCITRAL,Canada-USSR BIT,Pending,4064887511,4000000000,Not applicable,,Stanimir A. ALEXANDROV,,,,,,"In the mid-1990s the Canadian mining company World Wide Minerals invested in a Kazakh uranium mine. WWM claims, however, that it did not receive promised export licenses and other rights under its agreements with the Kazakh state. WWM litigated against Kazakhstan and Kazatomprom for years in the USA courts, before finally opting for arbitration. WWM initially brought claims against both Kazakhstan and Kazatomprom, alleging breach of both contract and the Kazakh investment statute. After several months of discussions, WWM elected to go forward against Kazakhstan. Kazakhstan denied the claims, challenged them as untimely, and argued that the claimant lacked jurisdiction under the foreign investment law. The arbitrator dismissed WWM’s claims as untimely in December 2010",http://www.italaw.com/cases/2354
UNC257,SGS Société Générale de Surveillance S.A. v. Paraguay (ICSID Case No. ARB/07/29),2007,2012,Paraguay,Switzerland,SGS Société Générale de Surveillance S.A.,Service agreement,ICSID,Switzerland-Paraguay BIT,In favour of the investor,,,65990853.42,64000000,Stanimir A. ALEXANDROV,yes,Donald DONOVAN,yes,Pablo GARCÍA MEXÍA,yes,,
UNC294,Inmaris Perestroika Sailing Maritime Services GmbH and others v. Ukraine (ICSID Case No. ARB/08/8),2008,2012,Ukraine,Germany,Inmaris Perestroika Sailing Maritime Services GmbH and others,Maritime operations,ICSID,Germany-Ukraine BIT,In favour of the investor,,,unknown,,Stanimir A. ALEXANDROV,yes,Bernardo M. CREMADES,yes,Noah RUBINS,yes,,
UNC610,Financial Performance Holdings v. Russia,2014,,Russia,Netherlands,Financial Performance Holdings,oil and gas,UNCITRAL,Energy Charter Treaty,Pending,,,Not applicable,,Stanimir A. ALEXANDROV,yes,David Haigh,yes,Raul Vinuesa,yes,Claim filed by former management of Yukos,iareporter
UNC012,Mr. Franz Sedelmayer v. The Russia,1996,1998,Russia,Germany,Mr. Franz Sedelmayer,real estate ownership,SCC,German-Russia BIT,In favour of the investor,,,4124725.4,2840000,Staffan Magnusson,yes,Jan Peter Wachler,yes,Ivan Zykin,yes,,
UNC002,"American Manufacturing & Trading, Inc. v. Zaire (ICSID Case No. ARB/93/1)",1993,1997,DR Congo,USA,"American Manufacturing & Trading, Inc.",Manufacturing and trading enterprise,ICSID,"Congo, Democratic (former Zaire)-United States BIT",In favour of the investor,,,13274915.89,9000000,Sompong SUCHARITKUL,yes,Heribert GOLSONG,yes,Kéba MBAYE,yes,,
UNC003,Philippe Gruslin v. Malaysia (ICSID Case No. ARB/94/1) (I),1994,1996,Malaysia,Belgium,Philippe Gruslin,Construction enterprise,ICSID,Belgium-Luxembourg-Malaysia BIT,Settled,,,unknown,,Sompong SUCHARITKUL,yes,,,,,,Not found
UNC044,Yaung Chi OO Trading Pte Ltd. v. Government of the Union of Myanmar (ASEAN I.D. Case No. ARB/01/1),2000,2001,Myanmar,Singapore,Yaung Chi OO Trading Pte Ltd.,Construction of a mosque,ICSID AF,1987 ASEAN Agreement; 1998 ASEAN Agreement,In favour of the State,,,Not applicable,,Sompong SUCHARITKUL,,James Crawford,,Francis Delon,,,
UNC055,Mihaly International Corporation v. Democratic Socialist Sri Lanka (ICSID Case No. ARB/00/2),2000,2002,Sri Lanka,USA,Mihaly International Corporation,Power project,ICSID,Sri Lanka-United States BIT,In favour of the State,,,Not applicable,,Sompong SUCHARITKUL,yes,Andrew ROGERS,yes,David SURATGAR,yes,,
UNC362,ECE Projektmanagement v. The Czech Republic,2009,,Czech Republic,Germany,ECE Projektmanagement,property development,UNCITRAL,Czech Republic-Germany BIT,In favour of the State,137934249.1,125000000,Not applicable,,Sir Franklin Berman,yes,Andreas BUCHER,DU,J. Christopher THOMAS,DU,,http://www.italaw.com/cases/2264
UNC057,Saluka Investments BV v. The Czech Republic,2001,2006,Czech Republic,Netherlands,Saluka Investments BV,banking enterprise,UNCITRAL,Czech Republic-Netherlands BIT,Settled,2539798984,1900000000,unknown,,Sir Arthur Watts QC,yes,L. Yves FORTIER,yes,Peter Behrens,yes,"In a cautionary development for other governments grappling with financial crises, in 2008 the Czech Republic paid $181 million in compensation, plus substantial interest, after it was held liable for discriminating against a foreign-owned bank during an earlier banking crisis. The debacle arose after Czech authorities denied Saluka’s Investicni a Postovni Banka (IPB) certain subsidies that had kept other troubled financial institutions afloat. When IPB, nearing insolvency, was nudged into forced administration and subsequently sold off by the state, Saluka cried foul and turned to arbitration. While affirming the right of states to put ailing financial institutions into administration, a panel of arbitrators held that the Czech government acted unfairly and discriminatorily toward the foreign-owned bank.",http://www.italaw.com/cases/961
UNC287,Alasdair Ross Anderson and others v. Costa Rica (ICSID Case No. ARB(AF)/07/3),2007,2010,Costa Rica,Canada,Alasdair Ross Anderson and others,Capital contributions in an enterprise,ICSID AF,Canada-Costa Rica BIT,In favour of the State,,,Not applicable,,Sandra MORELLI RICO,yes,Jeswald W. SALACUSE,yes,Raúl E. VINUESA,yes,,
UNC159,Telenor Mobile Communications AS v. Hungary (ICSID Case No. ARB/04/15),2004,2006,Hungary,Norway,Telenor Mobile Communications AS,Telecommunications concession,ICSID,Hungary-Norway BIT,In favour of the State,,,Not applicable,,Royston GOODE,yes,Nicholas W. ALLARD,yes,Arthur L. MARRIOTT,yes,,
UNC104,"Bechtel Enterprises Holdings, Inc. and GE Structured Finance (GESF) v. The Government of India",2003,2005,India,Mauritius,"Bechtel Enterprises Holdings, Inc. and GE Structured Finance (GESF)",power plant,UNCITRAL,India-Mauritius BIT,Settled,1672954990,1300000000,unknown,,Rosalyn Higgins,yes,Martin Hunter,,Cooke of Thorndon,,One of the many claims flowing from the Dabhol power project in Mumbai.,
UNC271,"Bureau Veritas, Inspection, Valuation, Assesment and Control, BIVAC B.V. v. Paraguay (ICSID Case No. ARB/07/9)",2007,2014,Paraguay,Netherlands,"Bureau Veritas, Inspection, Valuation, Assesment and Control, BIVAC B.V.",Service agreement,ICSID,Netherlands-Paraguay BIT,Settled,41217744.6,36100000,unknown,,Rolf KNIEPER,yes,L. Yves FORTIER,yes,Philippe SANDS,yes,,http://www.italaw.com/cases/179
UNC405,Mamidoil Jetoil Greek Petroleum Products Societe Anonyme S.A. v. Albania (ICSID Case No. ARB/11/24),2011,2015,Albania,Greece,Mamidoil Jetoil Greek Petroleum Products Societe Anonyme S.A.,Oil storage and distribution project,ICSID,Albania-Greece BIT,In favour of the State,,,Not applicable,,Rolf KNIEPER,yes,Steven A. HAMMOND,yes,Yas BANIFATEMI,yes,,
UNC025,Eudoro Armando Olguín v. Paraguay (ICSID Case No. ARB/98/5),1998,2001,Paraguay,Peru,Eudoro Armando Olguín,Food products enterprise,ICSID,Paraguay-Peru BIT,In favour of the State,,,Not applicable,,Rodrigo OREAMUNO,yes,Eduardo A. MAYORA,yes,Francisco REZEK,yes,,
UNC034,Empresa Nacional de Electricidad S.A. v. Argentine Republic (ICSID Case No. ARB/99/4),1999,2001,Argentina,Chile,Empresa Nacional de Electricidad S.A.,Hydroelectric power concession,ICSID,Data not available,Discontinued (for unknown reasons or reasons other than settlement),,,,,Rodrigo OREAMUNO,yes,Enrique ELÍAS,yes,Héctor GROS ESPIELL,yes,,
UNC102,Metalpar S.A. and Buen Aire S.A. v. Argentine Republic (ICSID Case No. ARB/03/5),2003,2008,Argentina,Chile,Metalpar S.A. and Buen Aire S.A.,Motor vehicle enterprise,ICSID,Argentina-Chile BIT,In favour of the State,,,Not applicable,,Rodrigo OREAMUNO,yes,Duncan H. CAMERON,yes,Jean Paul CHABANEIX,yes,,
UNC134,Inceysa Vallisoletana S.L. v. El Salvador (ICSID Case No. ARB/03/26),2003,2006,El Salvador,Spain,Inceysa Vallisoletana S.L.,Motor vehicle inspection facility,ICSID,El Salvador-Spain BIT,In favour of the State,157000391.4,122000000,Not applicable,,Rodrigo OREAMUNO,yes,Burton LANDY,yes,Claus VON WOBESER,yes,,
UNC165,Western NIS Enterprise Fund v. Ukraine (ICSID Case No. ARB/04/2),2004,2006,Ukraine,USA,Western NIS Enterprise Fund,Sunflower oil joint venture,ICSID,Ukraine-United States BIT,Settled,,,unknown,,Rodrigo OREAMUNO,yes,Jan PAULSSON,yes,Michael C. PRYLES,yes,,
UNC325,Murphy Exploration and Production Company International v. Ecuador (ICSID Case No. ARB/08/4) (I),2008,2010,Ecuador,USA,Murphy Exploration and Production Company International,Hydrocarbon concession,ICSID,Ecuador-United States BIT,In favour of the State,203416394.6,185000000,Not applicable,,Rodrigo OREAMUNO,yes,Horacio A. GRIGERA NAÓN,yes,Raúl E. VINUESA,yes,"One of several claims arising out of Ecuador’s windfall levy imposed on oil producers. Murphy says the levy violates stabilization provisions in its contract, as well as the USA–Ecuador BIT. Ecuador has threatened a counterclaim for environmental damage and other failings by the claimant.",
UNC377,Renée Rose Levy de Levi v. Peru (ICSID Case No. ARB/10/17),2010,2015,Peru,France,Renée Rose Levy de Levi,Banking enterprise,ICSID,France-Peru BIT,In favour of the State,,,Not applicable,,Rodrigo OREAMUNO,yes,Bernard HANOTIAU,yes,Joaquin MORALES GODOY,yes,,
UNC477,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain (ICSID Case No. ARB/12/17)",2012,2015,Spain,Venezuela,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L.",Construction project,ICSID,Spain-Venezuela BIT,Pending,,,Not applicable,,Rodrigo OREAMUNO,yes,,,,,,
UNC527,ASA International S.p.A. v. Arab Egypt (ICSID Case No. ARB/13/23),2013,,Egypt,Italy,ASA International S.p.A.,Waste management services,ICSID,Egypt-Italy BIT,Pending,,,Not applicable,,Rodrigo OREAMUNO,yes,Albert Jan VAN DEN BERG,yes,Kamal HOSSAIN,yes,,
UNC094,IBM World Trade Corp. v. Ecuador (ICSID Case No. ARB/02/10),2002,2004,Ecuador,USA,IBM World Trade Corp.,Informatic services contract,ICSID,Ecuador-United States BIT,Settled,,,unknown,,Rodrigo JIJÓN LETORT,yes,Alejandro PONCE MARTÍNEZ,yes,León ROLDÓS AGUILERA,yes,,
