ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,InvestmentType,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_cur,amountAwarded,amountAwarded_cur,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC129,El Paso Energy International Company v. Argentine Republic (ICSID Case No. ARB/03/15),2003,2011,Argentina,USA,El Paso Energy International Company,Hydrocarbon and electricity concessions,ICSID,Argentina-United States BIT,In favour of the investor,200000000,unknownValue,66000000,USD,Lucius CAFLISCH,YES,Piero BERNARDINI,YES,Brigitte STERN,YES,"Another Argentine financial crisis claim. El Paso alleged breaches of the USA–Argentina bilateral investment treaty as a result of emergency measures taken by Argentina that have adversely impacted El Paso’s investments in the hydrocarbons and electricity sectors in Argentina. An award is expected in 2009. The Argentine government denies that the measures breached the treaty, and insists they were necessary due to the nature of the economic crisis.“",unknownValue
UNC047,United Kingdom Bank v. Russia,2000,DU,Russia,United Kingdom,United Kingdom Bank,financial services,SCC,Russia-United Kingdom BIT,Settled,DU,unknownValue,DU,DU,DU,unknownValue,DU,unknownValue,DU,unknownValue,DU,Not found
UNC558,Antin Infrastructure Services Luxembourg S.à.r.l. and Antin Energia Termosolar B.V. v. Kingdom of Spain (ICSID Case No. ARB/13/31),2013,unknownValue,Spain,Luxembourg/Netherlands,Antin Infrastructure Services Luxembourg S.à.r.l. and Antin Energia Termosolar B.V.,Renewable energy generation enterprise,ICSID,Energy Charter Treaty,Pending,DU,unknownValue,NA,NA,Eduardo ZULETA,YES,Francisco ORREGO VICUÑA,YES,J. Christopher THOMAS,YES,Claim arising in response to reform of renewable energy policy,unknownValue
UNC559,Ossama Al Sharif v. Arab Egypt (ICSID Case No. ARB/13/3) (I),2013,2015,Egypt,Jordan,Ossama Al Sharif,Port development project,ICSID,Egypt-Jordan BIT,Pending,unknownValue,unknownValue,NA,DU,Pierre TERCIER,YES,Stephen M. SCHWEBEL,YES,J. Christopher THOMAS,YES,unknownValue,unknownValue
UNC550,MOL Hungarian Oil and Gas Company Plc v. Croatia (ICSID Case No. ARB/13/32),2013,unknownValue,Croatia,Hungary,MOL Hungarian Oil and Gas Company Plc,Hydrocarbon production and distribution enterprise,ICSID,Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,Franklin BERMAN,YES,William W. PARK,YES,Brigitte STERN,YES,Dispute over gas pricing and distribution.,unknownValue
UNC551,Ossama Al Sharif v. Arab Egypt (ICSID Case No. ARB/13/4) (II),2013,2015,Egypt,Jordan,Ossama Al Sharif,Bulk liquids terminal project,ICSID,Egypt-Jordan BIT,Pending,unknownValue,unknownValue,NA,DU,Cecil W.M. ABRAHAM,YES,Stephen M. SCHWEBEL,YES,Philippe SANDS,YES,unknownValue,unknownValue
UNC552,Deutsche Telekom v. India,2013,unknownValue,India,Germany,Deutsche Telekom,telecom,UNCITRAL,Germany-India BIT,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,Daniel Price,Yes,unknownValue,unknownValue,unknownValue,http://www.italaw.com/cases/2275
UNC553,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic (ICSID Case No. ARB/13/8)",2013,2015,Greece,Cyprus/Slovakia,"Poštová banka, a.s. and ISTROKAPITAL SE",Debt instruments,ICSID,Czech Republic-Greece BIT; Cyprus-Greece BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Eduardo ZULETA,YES,John M. TOWNSEND,YES,Brigitte STERN,YES,"In May 2013, Slovak and Cypriot investors sued Greece for the 2012 debt swap which Athens had to negotiate with its creditors to get bailout money from the EU and the International Monetary Fund ",unknownValue
UNC554,"Impresa Grassetto S.p.A., in liquidation v. Slovenia (ICSID Case No. ARB/13/10)",2013,unknownValue,Slovenia,Italy,"Impresa Grassetto S.p.A., in liquidation",Highway tunnel construction project,ICSID,Italy-Slovenia BIT,Pending,unknownValue,unknownValue,NA,NA,William W. PARK,YES,Pierre-Yves TSCHANZ,YES,Brigitte STERN,YES,unknownValue,unknownValue
UNC555,Khaitan Holdings Mauritius Limited v. India,2013,unknownValue,India,Mauritius,Khaitan Holdings Mauritius Limited,telecom,UNCITRAL,India-Mauritius BIT,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,Francis Xavier,Yes,Brigitte STERN,Yes,unknownValue,http://www.italaw.com/cases/2262
UNC556,RECOFI v. Vietnam,2013,unknownValue,Viet Nam,France,RECOFI,unknownValue,UNCITRAL,France-Vietnam BIT,Pending,DU,unknownValue,NA,NA,unknownValue,unknownValue,Stanimir Alexandrov,unknownValue,John Christopher Thomas,unknownValue,unknownValue,http://www.italaw.com/cases/2404
UNC557,"Natland Investment Group NV, Natland Group Limited, G.I.H.G. Limited, and Radiance Energy Holding S.A.R.L. v. Czech Republic",2013,unknownValue,Czech Republic,Cyprus/Luxembourg/Netherlands,"Natland Investment Group NV, Natland Group Limited, G.I.H.G. Limited, and Radiance Energy Holding S.A.R.L.",solar energy,UNCITRAL,Czech Republic-Netherlands BIT; Czech Republic-Cyprus BIT; Czech Republic-Luxembourg BIT; Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,Veijo Heiskanen,Yes,Doak Bishop (resigned); Gary Born,Yes,J. Christopher THOMAS,unknownValue,Case arising in response to the State levy on the Solar Power Industry,0
UNC420,"The Renco Group, Inc. v. Peru (ICSID Case No. UNCT/13/1)",2011,unknownValue,Peru,USA,"The Renco Group, Inc.",Mining company,UNCITRAL,Peru-United States FTA,Pending,800000000,unknownValue,NA,NA,Michael J. MOSER,YES,L. Yves FORTIER,YES,Toby LANDAU,YES,unknownValue,unknownValue
UNC277,"Sergei Paushok, CJSC Golden East Company and CJSCVostokneftegaz Company v. The Government of Mongolia",2007,unknownValue,Mongolia,Russia,"Sergei Paushok, CJSC Golden East Company and CJSCVostokneftegaz Company",gold mining,UNCITRAL,Russia-Mongolia BIT,Pending,500000000,unknownValue,NA,NA,Marc Lalond.,Yes,Horacio Grigera Naón,Yes,Brigitte Stern,Yes,"In 2006 Mongolia passed a windfall profits tax on gold sales above $500 per ounce. Russian miners now challenge the tax under the Mongolia–Russia BIT. In April 2010 the tribunal dismissed the main claim, and agreed with Mongolia that the claimants’ choice not to obtain a stability pact deprived them of the legitimate expectation that no windfall profits tax would be imposed in the future",www.italaw.com/cases/816
UNC179,TSA Spectrum de Argentina S.A. v. Argentine Republic (ICSID Case No. ARB/05/5),2005,2008,Argentina,Netherlands,TSA Spectrum de Argentina S.A.,Telecommunications concession,ICSID,Argentina-Netherlands BIT,In favour of the State,509000000,unknownValue,NA,NA,Hans DANELIUS,YES,Georges ABI-SAAB,YES,Grant D. ALDONAS,YES,"Rare ICSID victory for Argentina. An arbitral tribunal declined to hear a claim filed by a local argentine firm. Arbitrators were willing to pierce the company’s corporate veil in order to acknowledge its Dutch owner. However, further scrutiny revealed that a local Argentine company was the ultimate owner, thus disqualifying the Argentine company from suing its own government at ICSID.",http://www.italaw.com/cases/1118
UNC309,Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. Georgia (ICSID Case No. ARB/08/19),2008,2012,Georgia,Turkey,Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company,Highway construction project,ICSID,Turkey-Georgia BIT,In favour of the investor,100000000,unknownValue,DU,DU,Marc LALONDE,YES,Francisco ORREGO VICUÑA,YES,Eric SCHWARTZ,YES,"The Turkish claimants allege expropriation of their investments in a motorway construction project and a separate hotel investment in Georgia. In addition to treaty claims, the claimants also allege breaches of a domestic statute designed to protect foreign investors.",unknownValue
UNC308,Nova Scotia Power Incorporated v. Venezuela (I),2008,2010,Venezuela,Canada,Nova Scotia Power Incorporated,coal supply agreement,UNCITRAL,Canada-Venezuela BIT,In favour of the State,100000000,unknownValue,NA,DU,Juan Fernández-Armesto,Yes,John Beechey,Yes,Philippe Sands,Yes,"Nova Scotia Power, one of Canada’s largest power generation companies, accuses Venezuela of breaching the Canada–Venezuela bilateral investment treaty. Nova Scotia Power had entered into a long-term coal supply agreement with a Venezuelan company, but the coal supply was suspended in December 2007, and the claimant seeks to hold Venezuela responsible for this development.",http://www.italaw.com/cases/753
UNC305,Bilcon of Delaware et al v. Government of Canada,2008,unknownValue,Canada,USA,Bilcon of Delaware et al,basalt quarry and marine terminal,UNCITRAL,NAFTA,Pending,188000000,unknownValue,NA,NA,Bruno Simma,unknownValue,Bryan Schwartz,unknownValue,unknownValue,unknownValue,unknownValue,Not found
UNC304,"Bosh International, Inc. and B&P, LTD Foreign Investments Enterprise v. Ukraine (ICSID Case No. ARB/08/11)",2008,2012,Ukraine,USA,"Bosh International, Inc. and B&P, LTD Foreign Investments Enterprise",tourism,ICSID,United States-Ukraine BIT,In favour of the State,DU,unknownValue,NA,NA,Gavan Griffith,YES,Philippe Sands,YES,Donald McRae,YES,unknownValue,http://www.italaw.com/cases/1563
UNC307,"ATA Construction, Industrial and Trading Company v. Hashemite Kingdom of Jordan (ICSID Case No. ARB/08/2)",2008,2010,Jordan,Turkey,"ATA Construction, Industrial and Trading Company",Waterway construction project,ICSID,Turkey-Jordan BIT,In favour of the investor,100000000,unknownValue,nihil,DU,L. Yves FORTIER,YES,Ahmed Sadek EL-KOSHERI,YES,W. Michael REISMAN,YES,"Turkish firm ATA complains that Jordan wrongly annulled a contractual arbitration award, leading to a denial of justice under the Turkey–Jordan bilateral investment treaty. Jordan has raised objections to the case on jurisdictional grounds and with respect to the merits.",unknownValue
UNC306,Georg Nepolsky v. Czech Republic,2008,2010,Czech Republic,Germany,Georg Nepolsky,water,UNCITRAL,Czech Republic-Germany BIT,Discontinued (for unknown reasons or reasons other than settlement),unknownValue,unknownValue,DU,DU,DU,unknownValue,DU,unknownValue,DU,unknownValue,Claims filed by Mr. Nepolsky over frustrations related to his plans to extract mineral water from a source under the land surface of a property he was in possession of. ,http://www.italaw.com/cases/743
UNC301,OJSC “Tatneft” v. Ukraine,2008,2014,Ukraine,Russia,OJSC “Tatneft”,oil refinery,UNCITRAL,Ukraine-Russia BIT,In favour of the investor,1600000000,unknownValue,112000000,USD,Francisco Orrego Vicuña,unknownValue,Charles Brower,unknownValue,Marc Lalonde,unknownValue,"Suing under the Russia-United Kingdom BIT, Tatneft complains that the United Kingdomrainian judiciary allowed its investment in the Kremenchug oil refinery to be stolen by local business interests, and that the United Kingdomrainian executive allowed a former manager to forcibly seize the facility in October 2007. The respondent disputes Tatneft’s claim. The arbitrators asserted jurisdiction in September 2010, and presided over the trial in March 2013.",Not found
UNC300,Remington Worldwide Limited v. Ukraine,2008,2011,Ukraine,Gibraltar,Remington Worldwide Limited,Atomic energy,SCC,Energy Charter Treaty,In favour of the investor,unknownValue,unknownValue,DU,DU,Gabriele Crespi Reghizzi,Yes,Alexander S. Komarov,unknownValue,Evgeny Kubko,unknownValue,Atomic energy,http://www.italaw.com/cases/903
UNC303,Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc. v. Costa Rica (ICSID Case No. ARB(AF)/08/1),2008,2010,Costa Rica,Canada,Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc.,Agricultural enterprises,ICSID,Canada-Costa Rica BIT,Discontinued (for unknown reasons or reasons other than settlement),DU,unknownValue,NA,DU,Alejandro Garro,YES,Andreas Lowenfeld,YES,Bernardo Cremades,YES,unknownValue,http://www.italaw.com/cases/883
UNC302,Peter Franz Vöcklinghaus v. Czech Republic,2008,2011,Czech Republic,Germany,Peter Franz Vöcklinghaus,land and construction,UNCITRAL,Germany-Czech Republic BIT,In favour of the State,DU,unknownValue,NA,NA,John Beechey,YES,Bohuslav Klein,YES,Laurent Lévy,YES,unknownValue,http://www.italaw.com/cases/1445
UNC091,Impregilo S.p.A. v. Islamic Pakistan (ICSID Case No. ARB/02/2) (I),2002,2002,Pakistan,Italy,Impregilo S.p.A.,Construction project,ICSID,Italy-Pakistan BIT,Discontinued (for unknown reasons or reasons other than settlement),unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,Not found
UNC279,Electrabel S.A. v. The Hungary (ICSID Case No. ARB/07/19),2007,unknownValue,Hungary,Belgium,Electrabel S.A.,Electricity generation,ICSID,Energy Charter Treaty,Pending,700000000,unknownValue,NA,NA,V.V. VEEDER,YES,Gabrielle KAUFMANN-KOHLER,YES,Brigitte STERN,YES,"AES Summit Generation Ltd (UK subsidiary of US based AES Corporation), energy company had turned to arbitration in 2007 following Hungary’s imposition of caps on the price charged for energy generated by AES in Hungary.",unknownValue
UNC278,S&T Oil Equipment & Machinery Ltd. v. Romania (ICSID Case No. ARB/07/13),2007,2010,Romania,USA,S&T Oil Equipment & Machinery Ltd.,Ammonia production enterprise,ICSID,Romania-United States BIT,Discontinued (for unknown reasons or reasons other than settlement),183000000,unknownValue,unknownValue,unknownValue,Hans VAN HOUTTE,YES,Horacio A. GRIGERA NAÓN,YES,Brigitte STERN,YES,Dispute involved the privatization of an ammonia plant in Romania.,unknownValue
UNC600,United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Estonia (ICSID Case No. ARB/14/24),2014,unknownValue,Estonia,Netherlands,United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi,Water and wastewater services,ICSID,Estonia-Netherlands BIT,Pending,unknownValue,unknownValue,NA,NA,Stephen L. DRYMER,YES,David A.R. WILLIAMS,YES,Brigitte STERN,YES,unknownValue,unknownValue
UNC601,Sodexo Pass International SAS v. Hungary (ICSID Case No. ARB/14/20),2014,unknownValue,Hungary,France,Sodexo Pass International SAS,Food voucher services,ICSID,France-Hungary BIT,Pending,unknownValue,unknownValue,NA,NA,William W. PARK,YES,Andrea CARLEVARIS,YES,J. Christopher THOMAS,YES,unknownValue,unknownValue
UNC602,Louis Dreyfus Armateurs SAS v. The India,2014,unknownValue,India,France,Louis Dreyfus Armateurs SAS,port operation,UNCITRAL,France-India BIT,Pending,unknownValue,unknownValue,NA,NA,Jean Kalicki,Yes,Julian Lew,Yes, J. Christopher Thomas,Yes,unknownValue,0
UNC603,"Corona Materials, LLC v. Dominican Republic (ICSID Case No. ARB(AF)/14/3)",2014,unknownValue,Dominican Republic,USA,"Corona Materials, LLC",Other mining and quarrying project,ICSID AF,CAFTA,Pending,unknownValue,unknownValue,NA,NA,Pierre-Marie Dupuy,Yes,Fernando Mantilla-Serrano,Yes,J. Christopher Thomas,Yes,unknownValue,unknownValue
UNC604,"Ansung Housing Co., Ltd. v. China (ICSID Case No. ARB/14/25)",2014,unknownValue,China,Korea,"Ansung Housing Co., Ltd.",Property development project,ICSID,China-Korea BIT (2007),Pending,16200000,USD,NA,NA,DU,unknownValue,DU,unknownValue,DU,unknownValue,unknownValue,unknownValue
UNC605,Casinos Austria International GmbH and Casinos Austria Aktiengesellschaft v. Argentine Republic (ICSID Case No. ARB/14/32),2014,unknownValue,Argentina,Austria,Casinos Austria International GmbH and Casinos Austria Aktiengesellschaft,Gaming industry,ICSID,Argentina-Austria BIT,Pending,unknownValue,unknownValue,NA,NA,Hans VAN HOUTTE,YES,Stephan SCHILL,YES,Santiago TORRES BERNÁRDEZ,YES,unknownValue,unknownValue
UNC606,Ayoub-Farid Saab and Fadi Saab v. Cyprus,2014,unknownValue,Cyprus,Lebanon,Ayoub-Farid Saab and Fadi Saab,banking,ICC,Cyprus-Lebanon BIT,Pending,unknownValue,unknownValue,NA,NA,Pierre Tercier,Yes,Ibrahim FADLALLAH,Yes,V.V. VEEDER,Yes,unknownValue,0
UNC607,Anglo American PLC v. Venezuela (ICSID Case No. ARB(AF)/14/1),2014,unknownValue,Venezuela,United Kingdom,Anglo American PLC,Mining Concession,ICSID AF,United Kingdom-Venezuela BIT,Pending,unknownValue,unknownValue,NA,NA,Yves DERAINS,YES,Guido Santiago TAWIL,YES,Raúl E. VINUESA,YES,unknownValue,unknownValue
