ID,Case Title,Case Number,InvestmentType,Date Registered,Arbitrator1,Arbitrator1President,President Nationality,Arbitrator2,Arbitrator2Claimant,Arbitrators 1 Nationality,Arbitrator3,Arbitrator3Respondent,Arbitrator 2 Nationality,Claimant Representative,Respondent Representative,Outcome Of Proceeding,ResolutionYear
UNC131,Pan American Energy LLC and BP Argentina Exploration Company v. Argentine Republic,ARB/03/13,Hydrocarbon and electricity concessions,2003-06-06,Lucius CAFLISCH,YES,Swiss,Albert Jan VAN DEN BERG,YES,Dutch,Brigitte STERN,YES,French,"King & Spalding, Houston, TX, U.S.A. Pérez Alati, Grondona, Benites, Arntsen & Martínez de Hoz (Jr.), Buenos Aires, Argentina","Procurador del Tesoro de la Nación, Buenos Aires, Argentina","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on August 20, 2008 pursuant to Arbitration Rule 43(1)).",2008
UNC488,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd v. Macedonia, former Yugoslav Republic of",ARB/12/31,Trust banking operations,2012-10-05,Veijo HEISKANEN,YES,Finnish,Andreas BUCHER,YES,Swiss,Brigitte STERN,YES,French,"Juan F. Torres III, Fort Pierce, FL, U.S.A. Janura Law Office, Skopje, Former Yugoslav Republic of Macedonia","Latham & Watkins, Hamburg, Germany, Washington, D.C., U.S.A., London, U.K. Reed Smith, Washington, D.C., U.S.A.","Award rendered by the Tribunal on September 22, 2015.",2015
,"Ridgepointe Overseas Developments, Ltd. v. Democratic Republic of the Congo and Générale des Carrières et des Mines",ARB/00/8,Cobalt and copper mining concessions,2000-07-27,Raúl E. VINUESA,YES,"Spanish, Argentine",Andreas F. LOWENFELD,YES,U.S.,Brigitte STERN,YES,French,"Winston & Strawn, Geneva, Switzerland","Ministère de la Justice et des Affaires Parlementaires, Kinshasa-Gombe, Democratic Republic of the Congo Lalive & Partners, Geneva, Switzerland Liedekerke Wolters Waelbroeck Kirkpatrick & Cerfontaine, Brussels, Belgium","Order taking note of the discontinuance of the proceeding issued by the Tribunal on August 30, 2004, pursuant to Arbitration Rule 44.",2004
UNC393,"Tidewater Investment SRL and Tidewater Caribe, C.A. v. Bolivarian Republic of Venezuela",ARB/10/5,Maritime-support services,2010-03-05,Campbell Alan McLACHLAN,YES,New Zealand,Andrés RIGO SUREDA,YES,Spanish,Brigitte STERN,YES,French,"General Counsel, Tidewater, Houson, TX, U.S.A. Covington & Burling, Washington, DC, U.S.A.","Language(s) of Proceeding;Spanish, English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on March 13, 2015.;(b) Revision Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s);Date Registered;March 24, 2015 (Respondent(s));Date of Constitution of Tribunal;March 31, 2015;Composition of Tribunal;President;Campbell Alan McLACHLAN (New Zealand) - Appointed by the Chairman of the Administrative Council;Arbitrators;Andrés RIGO SUREDA (Spanish) - Appointed by the Claimant(s) Brigitte STERN (French) - Appointed by the Respondent(s);Initial Composition of Tribunal;President;Arbitrators;Reconstituted;Party Representatives;Claimant(s): General Counsel, Tidewater, Houson, TX, U.S.A. Covington & Burling, Washington, DC, U.S.A.","Award rendered on March 13, 2015.",2015
UNC597,Infinito Gold Ltd. v. Republic of Costa Rica,ARB/14/5,Gold mining project,2014-03-04,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Bernard HANOTIAU,YES,Belgian,Brigitte STERN,YES,French,"Torys, Toronto, Canada","Ministry of Foreign Trade, San José, Costa Rica Arnold & Porter, Washington, D.C., U.S.A. and London, U.K.",,
UNC494,Lao Holdings N.V. v. Lao People’s Democratic Republic,ARB(AF)/12/6,Gaming industry,2012-09-12,Ian BINNIE,YES,Canadian,Bernard HANOTIAU,YES,Belgian,Brigitte STERN,YES,French,"Debevoise & Plimpton, New York, NY, U.S.A. Debevoise & Plimpton, Hong Kong Todd Weiler, Ontario, Canada","David Branson, MD, U.S.A. LS Horizon (Laos), Vientiane, Lao PDR Jane Willems, MD, U.S.A.",,
UNC442,Türkiye Petrolleri Anonim Ortaklığı v. Republic of Kazakhstan,ARB/11/2,Oil exploration and production joint venture,2011-01-14,Donald M. McRAE,YES,"Canadian, New Zealand",Charles N. BROWER,YES,U.S.,Brigitte STERN,YES,French,"Davut Iyras, T&uumlrkiye Petrolleri Anonim Ortakligi, Ankara, Turkey Hughes Hubbard & Reed, New York, NY and Washington, D.C., U.S.A. King & Spalding, Houston, TX, U.S.A.","Reed Smith, London, U.K. Toby Landau, London, U.K. Guglielmo Verdirame, London, U.K.","Award is rendered on August 18, 2014.",2014
UNC276,Impregilo S.p.A. v. Argentine Republic,ARB/07/17,Water services concession,2007-07-25,Hans DANELIUS,YES,Swedish,Charles N. BROWER,YES,U.S.,Brigitte STERN,YES,French,"King & Spalding, Houston, TX, U.S.A.","Procuradora del Tesoro de la Nación, Buenos Aires, Argentina","Award rendered on June 21, 2011, attached to the award are two concurring and dissenting opinions by two members of the Tribunal.",2011
UNC487,LSF-KEB Holdings SCA and others v. Republic of Korea,ARB/12/37,"Banking enterprise, engineering and construction services and commercial real estate",2012-12-10,V.V. VEEDER,YES,British,Charles N. BROWER,YES,U.S.,Brigitte STERN,YES,French,"Sidley Austin, Washington, D.C., U.S.A. Shin & Kim, Seoul, Korea KL Partners, Seoul, Korea","Ministry of Justice, International Legal Affairs Division, Korea Arnold & Porter, Washington, D.C., U.S.A. Bae, Kim & Lee, Seoul, Korea",,
UNC174,Vannessa Ventures Ltd. v. Bolivarian Republic of Venezuela,ARB(AF)/04/6,Gold and copper mining project,2004-10-28,Vaughan LOWE,YES,British,Charles N. BROWER,YES,U.S.,Brigitte STERN,YES,French,"Torys, Ontario, Canada","Procuraduría General de la República, Caracas, Venezuela Foley Hoag, Washington, D.C., U.S.A.","Award rendered on January 16, 2013.",2013
UNC544,Ossama Al Sharif v. Arab Republic of Egypt,ARB/13/5,Customs system project,2013-03-13,Bernardo M. CREMADES,YES,Spanish,Daniel M. PRICE,YES,U.S.,Brigitte STERN,YES,French,"Quinn Emanuel Urquhart & Sullivan, Los Angeles, CA, U.S.A. and London, U.K.","Egyptian State Lawsuits Authority, Cairo, Egypt Eversheds, Paris, France","Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) issued on May 27, 2015.",2015
UNC600,United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia,ARB/14/24,Water and wastewater services,2014-10-24,Stephen L. DRYMER,YES,Canadian,David A.R. WILLIAMS,YES,New Zealand,Brigitte STERN,YES,French,"Herbert Smith Freehills, London, U.K. Advokaadibüroo Sorainen AS, Tallinn, Estonia","Ministry of Economic Affairs and Communications, Tallinn, Estonia Squire Patton Boggs, Prague, Czech Republic, Frankfurt, Germany, and New York, NY, U.S.A. OÜ Advokaadibüroo Red, Tallinn, Estonia",,
UNC395,Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A. v. Republic of Peru,ARB/10/2,Highway construction project,2010-02-02,Yves DERAINS,YES,French,Eduardo ZULETA,YES,Colombian,Brigitte STERN,YES,French,"Dechert, Paris, France","White & Case, Washington, D.C., U.S.A. Estudio Echecopar, Lima, Peru","Award rendered on May 21, 2013.",2013
UNC496,MNSS B.V. and Recupero Credito Acciaio N.V. v. Montenegro,ARB(AF)/12/8,Steel production,2012-12-06,Andrés RIGO SUREDA,YES,Spanish,Emmanuel GAILLARD,YES,French,Brigitte STERN,YES,French,"CMS Cameron McKenna, London, U.K. Toby Landau, London, U.K. Dan Sarooshi, London, U.K.","Moravcevic Vojnovic & Partneri OAD, Belgrade, Republic of Serbia Schönherr Rechtsanwälte GmbH, Tuchlauben, Austria David A. Pawlak, Warsaw, Poland",,
UNC596,EuroGas Inc. and Belmont Resources Inc. v. Slovak Republic,ARB/14/14,Talc mining enterprise,2014-07-10,Pierre MAYER,YES,French,Emmanuel GAILLARD,YES,French,Brigitte STERN,YES,French,"Derains & Gharavi, Paris, France","Ministry of Finance of the Slovak Republic, Bratislava, Slovak Republic Squire Patton Boggs New York, NY, U.S.A., London, U.K. and Prague, Czech Republic",,
UNC490,Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda. v. Bolivarian Republic of Venezuela,ARB/12/23,Production of hot briquetted iron and steel products,2012-08-21,Juan FERNÁNDEZ-ARMESTO,YES,Spanish,Enrique GÓMEZ-PINZÓN,YES,Colombian,Brigitte STERN,YES,French,"Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A.","Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela Foley Hoag, Washington, D.C., U.S.A.",,
UNC492,"Repsol, S.A. and Repsol Butano, S.A. v. Argentine Republic",ARB/12/38,Oil production enterprise,2012-12-18,Claus VON WOBESER,YES,Mexican,Francisco ORREGO VICUÑA,YES,Chilean,Brigitte STERN,YES,French,"Freshfields Bruckhaus Deringer US, Washington, D.C., U.S.A. Uria Menéndez Abogados, Madrid, Spain Marval, O’Farrell & Mairal, Buenos Aires, Argentina","Procuradora del Tesoro de la Nación, Buenos Aires, Argentina","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 on May 19, 2014.",2014
UNC315,Itera International Energy LLC and Itera Group NV v. Georgia,ARB/08/7,Gas distribution enterprise,2008-06-05,Hans DANELIUS,YES,Swedish,Francisco ORREGO VICUÑA,YES,Chilean,Brigitte STERN,YES,French,"Freshfields Bruckhaus Deringer London, U.K. and Paris, France","White & Case, New York, NY, U.S.A., Paris, France and Moscow, Russia",The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1).,
UNC598,"Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela",ARB/14/10,Mining concession,2014-05-19,Juan FERNÁNDEZ-ARMESTO,YES,Spanish,Francisco ORREGO VICUÑA,YES,Chilean,Brigitte STERN,YES,French,"Mezgravis & Asoc, Caracas, Venezuela	 González de Cossío Abogados, S.C., Mexico City, Mexico Homer Bonner Jacobs, Miami, FL","Procuraduría General de la República, Caracas, Venezuela",,
UNC279,Electrabel S.A. v. Hungary,ARB/07/19,Electricity generation,2007-08-13,V.V. VEEDER,YES,British,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Brigitte STERN,YES,French,"Freshfields Bruckhaus Deringer, Paris, France Faludi Wolf Theiss, Budapest, Hungary Allen & Overy, Paris, France","Arnold & Porter, Washington, D.C., U.S.A. and London, U.K. Kende, Molnár-Biró, Katona, Budapest, Hungary",,
UNC595,Masdar Solar & Wind Cooperatief U.A. v. Kingdom of Spain,ARB/14/1,Renewable energy generation enterprise,2014-02-11,John BEECHEY,YES,British,Gary B. BORN,YES,U.S.,Brigitte STERN,YES,French,"Allen & Overy, Dubai, U.A.E.","Abogacía General del Estado, The Ministry of Justice of the Government of Spain, Madrid, Spain",,
UNC278,S&T Oil Equipment & Machinery Ltd. v. Romania,ARB/07/13,Ammonia production enterprise,2007-07-16,Hans VAN HOUTTE,YES,Belgian,Horacio A. GRIGERA NAÓN,YES,Argentine,Brigitte STERN,YES,French,"President, S&T Oil Equipment & Machinery Ltd., Downers Grove, IL, U.S.A. King & Spalding, Houston, TX, U.S.A., and London, U.K.","White & Case, Washington, D.C., U.S.A. Tuca Zbârcea & Asociatii, Bucharest, Romania","The Tribunal issues an order taking note of the discontinuance of the proceeding on July 16, 2010 for lack of payment of advances pursuant to Regulation 14(3)(d) of the ICSID Administrative and Financial Regulations.",2010
,"International Quantum Resources Limited, Frontier SPRL and Compagnie Minière de Sakania SPRL v. Democratic Republic of the Congo",ARB/10/21,Mining concessions,2010-10-22,Pierre TERCIER,YES,Swiss,Horacio A. GRIGERA NAÓN,YES,Argentine,Brigitte STERN,YES,French,"Fasken Martineau, Vancouver and Montreal, Canada","Bredin Prat, Paris, France","The Tribunal issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) on April 12, 2012.",2012
UNC312,Participaciones Inversiones Portuarias SARL v. Gabonese Republic,ARB/08/17,Concession regarding two ports,2008-12-16,Jan PAULSSON,YES,French,Ibrahim FADLALLAH,YES,"French, Lebanese",Brigitte STERN,YES,French,"Orrick Rambaud Martel, Paris, France","Shearman & Sterling, Paris, France","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Administrative and Financial Regulation 14(3)(d) on January 10, 2011.",2011
UNC280,AES Summit Generation Limited and AES-Tisza Er&oumlmü Kft. v. Hungary,ARB/07/22,Electricity generation,2007-08-13,Claus VON WOBESER,YES,Mexican,J. William ROWLEY,YES,"British, Canadian",Brigitte STERN,YES,French,"Allen & Overy, London, U.K.","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on September 23, 2010.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;January 28, 2011 (Claimant(s));Date of Constitution of ad hoc Committee;March 21, 2011;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Bernard HANOTIAU (Belgian);Members;Rolf KNIEPER (German) Abdulqawi Ahmed YUSUF (Somali);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Allen & Overy, London, U.K.","Award rendered on September 23, 2010.",2010
UNC553,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic",ARB/13/8,Debt instruments,2013-05-20,Eduardo ZULETA,YES,Colombian,John M. TOWNSEND,YES,U.S.,Brigitte STERN,YES,French,"Debevoise & Plimpton, New York, NY, U.S.A.","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered by the Tribunal on April 9, 2015.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;August 5, 2015 (Claimant(s));Date of Constitution of ad hoc Committee;September 2, 2015;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Azzedine KETTANI (Moroccan);Members;David A.O. EDWARD (British) Hi-Taek SHIN (Korean);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Debevoise & Plimpton, New York, NY, U.S.A.","Award rendered by the Tribunal on April 9, 2015.",2015
,"Brandes Investment Partners, LP v. Bolivarian Republic of Venezuela",ARB/08/3,Telecommunication enterprise,2008-03-24,Rodrigo OREAMUNO,YES,Costa Rican,Karl-Heinz BÖCKSTIEGEL,YES,German,Brigitte STERN,YES,French,"Milbank, Tweed, Hadley & McCloy, Washington, D.C., U.S.A. Meszgravis & Asociados, Caracas, Venezuela","Curtis, Mallet-Prevost, Colt & Mosle, New York, NY, U.S.A. and Mexico City, Mexico","Award rendered on August 2, 2011.",2011
UNC443,National Gas S.A.E. v. Arab Republic of Egypt,ARB/11/7,Gas pipelines construction and operation agreement,2011-03-22,V.V. VEEDER,YES,British,L. Yves FORTIER,YES,Canadian,Brigitte STERN,YES,French,"Shakalany Law Office, Cairo, Egypt","The Egyptian State Lawsuits Authority, Cairo, Egypt Bredin Prat, Paris, France","Award rendered on April 3, 2014.",2014
UNC238,Quiborax S.A. and Non-Metallic Minerals S.A. v. Plurinational State of Bolivia,ARB/06/2,Mining concession,2006-02-06,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Marc LALONDE,YES,Canadian,Brigitte STERN,YES,French,"ProcuradorÃ­a General del Estado, La Paz, Bolivia","Language(s) of Proceeding;Spanish, English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered by the Tribunal on September 16, 2015, attached to the award is a partial dissenting opinion by arbitrator Brigitte Stern.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s) on Annulment;Date Registered;September 23, 2015 (Respondent(s));Date of Constitution of ad hoc Committee;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Members;Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): ProcuradorÃ­a General del Estado, La Paz, Bolivia","Award rendered by the Tribunal on September 16, 2015, attached to the award is a partial dissenting opinion by arbitrator Brigitte Stern.",2015
UNC313,Alapli Elektrik B.V. v. Republic of Turkey,ARB/08/13,Electricity concession,2008-08-27,William W. PARK,YES,"Swiss, U.S.",Marc LALONDE,YES,Canadian,Brigitte STERN,YES,French,"Latham & Watkins, London, U.K. and Hamburg, Germany Volterra Fietta, London, U.K.","Sidley Austin, Washington, D.C., U.S.A.","The Tribunal renders its award, attached to the award is a dissenting opinion by arbitrator Marc Lalonde on July 16, 2012.",2012
UNC391,Ömer Dede and Serdar Elhüseyni v. Romania,ARB/10/22,Agricultural machinery and equipment enterprise,2010-11-19,William W. PARK,YES,"Swiss, U.S.",Nicolas HERZOG,YES,Swiss,Brigitte STERN,YES,French,"Seda Eren Law Office, Istanbul, Turkey","AVAS Privatization Agency of Government of Romania, Bucharest. Romania Freshfields Bruckhaus Deringer, Frankfurt, Germany, and New York, NY, U.S.A. Ţuca Zbârcea & Asociaţii, Bucharest, Romania","Award rendered on September 5, 2013.",2013
UNC237,Barmek Holding A.S. v. Republic of Azerbaijan,ARB/06/16,Electricity concession,2006-10-16,Vaughan LOWE,YES,British,Peter W. GALBRAITH,YES,U.S.,Brigitte STERN,YES,French,"Yazici Law Offices, Ankara, Turkey Lovells, London, U.K. Simon Olleson, London, U.K.","Ministry of Economic Development, Baku, Azerbaijan Latham & Watkins, London, U.K. and Hamburg, Germany","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on September 28, 2009, pursuant to ICSID Arbitration Rule 43(2)).",2009
,RSM Production Corporation v. Central African Republic,ARB/07/2,Petroleum exploration and exploitation contract,2007-01-18,Azzedine KETTANI,YES,Moroccan,Philippe MERLE,YES,French,Brigitte STERN,YES,French,"Reinhart Marville Torre, Paris, France","Language(s) of Proceeding;French, English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on July 11, 2011.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;November 21, 2011 (Claimant(s));Date of Constitution of ad hoc Committee;December 20, 2011;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Bernardo M. CREMADES (Spanish);Members;Abdulqawi Ahmed YUSUF (Somali) Fernando MANTILLA-SERRANO (Colombian);Initial Composition of ad hoc Committee;President;Bernardo M. CREMADES (Spanish);Members;Nayla COMAIR-OBEID (Lebanese) Fernando MANTILLA-SERRANO (Colombian);Reconstituted;March 5, 2012: Abdulqawi Ahmed YUSUF (Somali) appointed following the resignation of Nayla COMAIR-OBEID (Lebanese);Party Representatives;Claimant(s): Reinhart Marville Torre, Paris, France","Award rendered on July 11, 2011.",2011
